,N,T,cf,reward,method,zcoef,seed
0,100,10,0.4002800000000001,4.063558332020197,unaware,1,24
0,100,10,0.055709999999999996,3.1778312659601724,ours,1,24
0,100,10,0.0,-0.8252030685308953,random,1,25
0,100,10,0.27449,3.9139723228336014,full,1,25
0,100,10,0.36556,3.894303596776885,unaware,1,25
0,100,10,0.20214,2.2351472217859216,ours,1,25
0,200,10,0.0,-0.7257628854671415,random,1,1
0,200,10,0.5053500000000001,4.357978783872553,full,1,1
0,200,10,0.46282999999999996,4.343073273886912,unaware,1,1
0,200,10,0.057929999999999995,3.335983770109311,ours,1,1
0,200,10,0.0,-0.6377256411933895,random,1,2
0,200,10,0.41016,4.435149592741884,full,1,2
0,200,10,0.39801999999999993,4.320499767453619,unaware,1,2
0,200,10,0.04999,3.5109009813299514,ours,1,2
0,200,10,0.0,-0.814584590691007,random,1,3
0,200,10,0.52148,4.257887415957825,full,1,3
0,200,10,0.44536,4.227831395632377,unaware,1,3
0,200,10,0.10783000000000001,2.8004462649900352,ours,1,3
0,200,10,0.0,-0.6224116369521926,random,1,4
0,200,10,0.42116,4.286554980095675,full,1,4
0,200,10,0.41673,4.37120526296689,unaware,1,4
0,200,10,0.13825,2.6887963706413935,ours,1,4
0,200,10,0.0,-0.6572637670467862,random,1,5
0,200,10,0.41156999999999994,4.276874689973779,full,1,5
0,200,10,0.38232,4.200329123499983,unaware,1,5
0,200,10,0.11683000000000002,3.1069411158837164,ours,1,5
0,200,10,0.0,-0.9005136712283007,random,1,6
0,200,10,0.5174,4.103620410716932,full,1,6
0,200,10,0.4001799999999999,3.9521095761283527,unaware,1,6
0,200,10,0.14536,2.577412015972709,ours,1,6
0,200,10,0.0,-0.7982986329219911,random,1,7
0,200,10,0.5617399999999999,4.203631251845078,full,1,7
0,200,10,0.3647600000000001,4.027551720595252,unaware,1,7
0,200,10,0.13242,3.122051225740935,ours,1,7
0,200,10,0.0,-0.7367505882242817,random,1,8
0,200,10,0.44012,4.33956712516402,full,1,8
0,200,10,0.4282000000000001,4.261902231244486,unaware,1,8
0,200,10,0.055310000000000005,3.383001067570746,ours,1,8
0,200,10,0.0,-0.792604992178194,random,1,9
0,200,10,0.47909000000000007,4.2931748712755216,full,1,9
0,200,10,0.41674,4.198448912847602,unaware,1,9
0,200,10,0.09716,3.1952652225222966,ours,1,9
0,200,10,0.0,-0.7738431513286183,random,1,10
0,200,10,0.56707,4.16802754758052,full,1,10
0,200,10,0.39331,4.086029041979929,unaware,1,10
0,200,10,0.046439999999999995,3.252261777640965,ours,1,10
0,200,10,0.0,-0.7176934649497068,random,1,11
0,200,10,0.47835,4.338493927679134,full,1,11
0,200,10,0.39257,4.169599171563144,unaware,1,11
0,200,10,0.05999,3.1140430041655125,ours,1,11
0,200,10,0.0,-0.8322513589189345,random,1,12
0,200,10,0.54717,4.131439024198363,full,1,12
0,200,10,0.41877000000000003,4.122247217966618,unaware,1,12
0,200,10,0.05347999999999999,2.908071338184209,ours,1,12
0,200,10,0.0,-0.7388491074244563,random,1,13
0,200,10,0.42264999999999997,4.327633950518692,full,1,13
0,200,10,0.42179,4.207812541760348,unaware,1,13
0,200,10,0.08474,3.0558789673196514,ours,1,13
0,200,10,0.0,-0.787898475057232,random,1,14
0,200,10,0.47474999999999995,4.13472534885516,full,1,14
0,200,10,0.39138999999999996,4.058244827703191,unaware,1,14
0,200,10,0.06835,2.931824561861289,ours,1,14
0,200,10,0.0,-0.7257540819598882,random,1,15
0,200,10,0.50653,4.265258306428054,full,1,15
0,200,10,0.41247999999999996,4.168821294711419,unaware,1,15
0,200,10,0.08267000000000001,3.3515976565096164,ours,1,15
0,200,10,0.0,-0.5942484588211456,random,1,16
0,200,10,0.5325200000000001,4.402087484197342,full,1,16
0,200,10,0.40275,4.375888608320056,unaware,1,16
0,200,10,0.09358,3.410608395126457,ours,1,16
0,200,10,0.0,-0.7476540195403938,random,1,17
0,200,10,0.39648999999999995,4.256871517071333,full,1,17
0,200,10,0.42390999999999995,4.207149728440877,unaware,1,17
0,200,10,0.05595,3.1228721113091846,ours,1,17
0,200,10,0.0,-0.8076558285220142,random,1,18
0,200,10,0.53075,4.249290121298046,full,1,18
0,200,10,0.38469000000000003,4.087237640003034,unaware,1,18
0,200,10,0.09380000000000001,2.495860447852167,ours,1,18
0,200,10,0.0,-0.7315414376320338,random,1,19
0,200,10,0.45339,4.331596256516255,full,1,19
0,200,10,0.41238,4.2089735713701995,unaware,1,19
0,200,10,0.06355000000000001,3.24230351432215,ours,1,19
0,200,10,0.0,-0.7576106574298019,random,1,20
0,200,10,0.52539,4.331626657813212,full,1,20
0,200,10,0.37435999999999997,4.12555130055714,unaware,1,20
0,200,10,0.07669000000000001,2.7591850866876575,ours,1,20
0,200,10,0.0,-0.7034481489919568,random,1,21
0,200,10,0.5517000000000001,4.328347044577126,full,1,21
0,200,10,0.39017999999999997,4.18021177581357,unaware,1,21
0,200,10,0.06881000000000001,3.247183433885418,ours,1,21
0,200,10,0.0,-0.7171884669702057,random,1,22
0,200,10,0.44869000000000003,4.385475394450537,full,1,22
0,200,10,0.41669999999999996,4.2922933776606,unaware,1,22
0,200,10,0.05813,3.417470960858955,ours,1,22
0,200,10,0.0,-0.7731255292196733,random,1,23
0,200,10,0.3847,4.263599478403199,full,1,23
0,200,10,0.39757000000000003,4.127323790585141,unaware,1,23
0,200,10,0.07925000000000001,3.6331146195939357,ours,1,23
0,200,10,0.0,-0.8608657002681528,random,1,24
0,200,10,0.0,2.0903208192775677,full,1,24
0,200,10,0.04356,2.4721748967797934,unaware,1,24
0,200,10,0.04505,3.1214598530017392,ours,1,24
0,200,10,0.0,-0.8252030685308953,random,1,25
0,200,10,0.39770000000000005,4.141545582512642,full,1,25
0,200,10,0.4097700000000001,4.033100905313695,unaware,1,25
0,200,10,0.0593,2.985671001098906,ours,1,25
0,500,10,0.0,-0.7257628854671415,random,1,1
0,500,10,0.46378,4.348420886434909,full,1,1
0,500,10,0.39359,4.195221538402117,unaware,1,1
0,500,10,0.04962,3.300450627932997,ours,1,1
0,500,10,0.0,-0.6377256411933895,random,1,2
0,500,10,0.47099,4.473015740151237,full,1,2
0,500,10,0.40923,4.348136215617281,unaware,1,2
0,500,10,0.03556,3.528196019230914,ours,1,2
0,500,10,0.0,-0.814584590691007,random,1,3
0,500,10,0.45651,4.275599750386533,full,1,3
0,500,10,0.39718,4.112562814562725,unaware,1,3
0,500,10,0.03948,3.2671850430219793,ours,1,3
0,500,10,0.0,-0.6224116369521926,random,1,4
0,500,10,0.53345,4.4579588010076145,full,1,4
0,500,10,0.43701999999999996,4.4154784238187075,unaware,1,4
0,500,10,0.03367,3.50304774851915,ours,1,4
0,500,10,0.0,-0.6572637670467862,random,1,5
0,500,10,0.5136100000000001,4.375916846488222,full,1,5
0,500,10,0.39678,4.2423893247343445,unaware,1,5
0,500,10,0.03219999999999999,3.0784483055507215,ours,1,5
0,500,10,0.0,-0.9005136712283007,random,1,6
0,500,10,0.60155,4.051060627569139,full,1,6
0,500,10,0.37646999999999997,3.886162695575212,unaware,1,6
0,500,10,0.04076,3.0146137784195237,ours,1,6
0,500,10,0.0,-0.7982986329219911,random,1,7
0,500,10,0.48249999999999993,4.22591538763636,full,1,7
0,500,10,0.36539,4.029735142369548,unaware,1,7
0,500,10,0.04646,3.4233459994049555,ours,1,7
0,500,10,0.0,-0.7367505882242817,random,1,8
0,500,10,0.46041,4.344083202205696,full,1,8
0,500,10,0.37949,4.1344244793519795,unaware,1,8
0,500,10,0.036090000000000004,3.31662590245968,ours,1,8
0,500,10,0.0,-0.792604992178194,random,1,9
0,500,10,0.48007,4.295355996266109,full,1,9
0,500,10,0.36294,4.046718835648557,unaware,1,9
0,500,10,0.05838,3.5041001396275737,ours,1,9
0,500,10,0.0,-0.7738431513286183,random,1,10
0,500,10,0.55915,4.227554318988091,full,1,10
0,500,10,0.34476,3.940850838387724,unaware,1,10
0,500,10,0.059,3.15148134958676,ours,1,10
0,500,10,0.0,-0.7176934649497068,random,1,11
0,500,10,0.4913499999999999,4.329411651482863,full,1,11
0,500,10,0.39156,4.166438508376882,unaware,1,11
0,500,10,0.03661,3.238585703994735,ours,1,11
0,500,10,0.0,-0.8322513589189345,random,1,12
0,500,10,0.48951,4.221838118413717,full,1,12
0,500,10,0.39759,4.06925569776843,unaware,1,12
0,500,10,0.04903,3.1802722522867812,ours,1,12
0,500,10,0.0,-0.7388491074244563,random,1,13
0,500,10,0.50449,4.33874771580398,full,1,13
0,500,10,0.40226999999999996,4.1895996055376745,unaware,1,13
0,500,10,0.050129999999999994,3.2054986260707157,ours,1,13
0,500,10,0.0,-0.787898475057232,random,1,14
0,500,10,0.5232699999999999,4.188165601916916,full,1,14
0,500,10,0.37537,4.0164750359879,unaware,1,14
0,500,10,0.033249999999999995,3.282436752575077,ours,1,14
0,500,10,0.0,-0.7257540819598882,random,1,15
0,500,10,0.43496000000000007,4.265361081071806,full,1,15
0,500,10,0.37161999999999995,4.056015055422205,unaware,1,15
0,500,10,0.029769999999999998,3.443199470563804,ours,1,15
0,500,10,0.0,-0.5942484588211456,random,1,16
0,500,10,0.5303899999999999,4.513682479346868,full,1,16
0,500,10,0.42222,4.423233658510676,unaware,1,16
0,500,10,0.06834,3.336493873246638,ours,1,16
0,500,10,0.0,-0.7476540195403938,random,1,17
0,500,10,0.5954300000000001,4.240874610038691,full,1,17
0,500,10,0.38993,4.118134344296364,unaware,1,17
0,500,10,0.029050000000000003,3.1404491722684265,ours,1,17
0,500,10,0.0,-0.8076558285220142,random,1,18
0,500,10,0.54895,4.251316292394635,full,1,18
0,500,10,0.39776,4.1196722554131995,unaware,1,18
0,500,10,0.05714,3.2876297402975534,ours,1,18
0,500,10,0.0,-0.7315414376320338,random,1,19
0,500,10,0.4867800000000001,4.3344744915552,full,1,19
0,500,10,0.40326000000000006,4.187763324921331,unaware,1,19
0,500,10,0.03905,3.2063917904066583,ours,1,19
0,500,10,0.0,-0.7576106574298019,random,1,20
0,500,10,0.57376,4.262463251634209,full,1,20
0,500,10,0.43218000000000006,4.271847622283081,unaware,1,20
0,500,10,0.05586,3.2385330994794046,ours,1,20
0,500,10,0.0,-0.7034481489919568,random,1,21
0,500,10,0.47877000000000003,4.354482256403399,full,1,21
0,500,10,0.39774,4.2001579315546795,unaware,1,21
0,500,10,0.047959999999999996,3.4485235490661466,ours,1,21
0,500,10,0.0,-0.7171884669702057,random,1,22
0,500,10,0.4547800000000001,4.391277614852118,full,1,22
0,500,10,0.40929000000000004,4.272452043257148,unaware,1,22
0,500,10,0.0616,3.525234915222658,ours,1,22
0,500,10,0.0,-0.7731255292196733,random,1,23
0,500,10,0.5494899999999999,4.260199028975081,full,1,23
0,500,10,0.40293999999999996,4.142180150330808,unaware,1,23
0,500,10,0.04111,3.4598633740645797,ours,1,23
0,500,10,0.0,-0.8608657002681528,random,1,24
0,500,10,0.5106299999999999,4.206533263269727,full,1,24
0,500,10,0.37797000000000003,4.004135100473098,unaware,1,24
0,500,10,0.04063,3.1505250698449903,ours,1,24
0,500,10,0.0,-0.8252030685308953,random,1,25
0,500,10,0.58867,4.111216166436908,full,1,25
0,500,10,0.38699,3.9692298128128596,unaware,1,25
0,500,10,0.042210000000000004,3.0346376308278633,ours,1,25
0,1000,10,0.0,-0.7257628854671415,random,1,1
0,1000,10,0.54161,4.342722150384647,full,1,1
0,1000,10,0.38731000000000004,4.177222545415227,unaware,1,1
0,1000,10,0.026129999999999997,3.339481890492058,ours,1,1
0,1000,10,0.0,-0.6377256411933895,random,1,2
0,1000,10,0.48089000000000004,4.469778058589881,full,1,2
0,1000,10,0.39506,4.313878977186886,unaware,1,2
0,1000,10,0.03336,3.4918169168942432,ours,1,2
0,1000,10,0.0,-0.814584590691007,random,1,3
0,1000,10,0.48736999999999997,4.267038861123213,full,1,3
0,1000,10,0.37836,4.060255594554767,unaware,1,3
0,1000,10,0.018719999999999997,3.0378397761147733,ours,1,3
0,1000,10,0.0,-0.6224116369521926,random,1,4
0,1000,10,0.48712999999999995,4.478080410290258,full,1,4
0,1000,10,0.39591000000000004,4.318099311824853,unaware,1,4
0,1000,10,0.02914,3.4667109116932844,ours,1,4
0,1000,10,0.0,-0.6572637670467862,random,1,5
0,1000,10,0.51664,4.392530521895716,full,1,5
0,1000,10,0.371,4.166957126416383,unaware,1,5
0,1000,10,0.037180000000000005,3.343205428257025,ours,1,5
0,1000,10,0.0,-0.9005136712283007,random,1,6
0,1000,10,0.48188,4.106780336645432,full,1,6
0,1000,10,0.41933,4.0040420345719525,unaware,1,6
0,1000,10,0.0421,3.1249198324883105,ours,1,6
0,1000,10,0.0,-0.7982986329219911,random,1,7
0,1000,10,0.48541999999999996,4.283245638158921,full,1,7
0,1000,10,0.41433,4.163415956939456,unaware,1,7
0,1000,10,0.03013,3.278721517555227,ours,1,7
0,1000,10,0.0,-0.7367505882242817,random,1,8
0,1000,10,0.48546000000000006,4.3397937869617405,full,1,8
0,1000,10,0.37406,4.118781479215519,unaware,1,8
0,1000,10,0.02928,3.3764631245377554,ours,1,8
0,1000,10,0.0,-0.792604992178194,random,1,9
0,1000,10,0.51226,4.290204192109915,full,1,9
0,1000,10,0.3652,4.053802011572451,unaware,1,9
0,1000,10,0.03923,3.4780925540147205,ours,1,9
0,1000,10,0.0,-0.7738431513286183,random,1,10
0,1000,10,0.5063699999999999,4.232528781033569,full,1,10
0,1000,10,0.40729999999999994,4.120854408403846,unaware,1,10
0,1000,10,0.0539,3.1906302827880344,ours,1,10
0,1000,10,0.0,-0.7176934649497068,random,1,11
0,1000,10,0.45913000000000004,4.336404610678531,full,1,11
0,1000,10,0.33771000000000007,4.010291694529143,unaware,1,11
0,1000,10,0.03371,3.428033139363682,ours,1,11
0,1000,10,0.0,-0.8322513589189345,random,1,12
0,1000,10,0.49949000000000005,4.2067319831389085,full,1,12
0,1000,10,0.37424,4.003004655810901,unaware,1,12
0,1000,10,0.024089999999999997,3.2320474992828636,ours,1,12
0,1000,10,0.0,-0.7388491074244563,random,1,13
0,1000,10,0.56278,4.313077546984594,full,1,13
0,1000,10,0.43011999999999995,4.254078688550724,unaware,1,13
0,1000,10,0.06917,3.082240809360905,ours,1,13
0,1000,10,0.0,-0.787898475057232,random,1,14
0,1000,10,0.49088000000000004,4.228170515597402,full,1,14
0,1000,10,0.3742500000000001,4.013674921876451,unaware,1,14
0,1000,10,0.02561,3.2561291063706985,ours,1,14
0,1000,10,0.0,-0.7257540819598882,random,1,15
0,1000,10,0.45545,4.287043045246688,full,1,15
0,1000,10,0.41583,4.177120274552451,unaware,1,15
0,1000,10,0.04368000000000001,3.426564871588664,ours,1,15
0,1000,10,0.0,-0.5942484588211456,random,1,16
0,1000,10,0.5104,4.463544166944896,full,1,16
0,1000,10,0.3822,4.318601014678738,unaware,1,16
0,1000,10,0.02754,3.494298851169209,ours,1,16
0,1000,10,0.0,-0.7476540195403938,random,1,17
0,1000,10,0.5287499999999999,4.282992262346447,full,1,17
0,1000,10,0.39944999999999997,4.143455891638319,unaware,1,17
0,1000,10,0.04023,3.393796389478932,ours,1,17
0,1000,10,0.0,-0.8076558285220142,random,1,18
0,1000,10,0.43537,4.272743667239695,full,1,18
0,1000,10,0.37823,4.070436295731428,unaware,1,18
0,1000,10,0.027709999999999995,3.3410256291164937,ours,1,18
0,1000,10,0.0,-0.7315414376320338,random,1,19
0,1000,10,0.5161300000000002,4.3185699812521845,full,1,19
0,1000,10,0.38586,4.142062193109989,unaware,1,19
0,1000,10,0.03938,3.369012655388983,ours,1,19
0,1000,10,0.0,-0.7576106574298019,random,1,20
0,1000,10,0.5365000000000001,4.319905405215461,full,1,20
0,1000,10,0.37406,4.12481704435274,unaware,1,20
0,1000,10,0.0392,3.378061334949287,ours,1,20
0,1000,10,0.0,-0.7034481489919568,random,1,21
0,1000,10,0.47973,4.354995018549575,full,1,21
0,1000,10,0.41731999999999997,4.250840740709003,unaware,1,21
0,1000,10,0.05808,3.3890059114153837,ours,1,21
0,1000,10,0.0,-0.7171884669702057,random,1,22
0,1000,10,0.5122500000000001,4.390408886663525,full,1,22
0,1000,10,0.40587,4.264331912766278,unaware,1,22
0,1000,10,0.044989999999999995,3.3573947230155072,ours,1,22
0,1000,10,0.0,-0.7731255292196733,random,1,23
0,1000,10,0.47225,4.285143594568236,full,1,23
0,1000,10,0.4061,4.151274333555498,unaware,1,23
0,1000,10,0.03356,3.2811024102216573,ours,1,23
0,1000,10,0.0,-0.8608657002681528,random,1,24
0,1000,10,0.43521,4.135110309872999,full,1,24
0,1000,10,0.38289,4.018530768939362,unaware,1,24
0,1000,10,0.044,3.149772078256067,ours,1,24
0,1000,10,0.0,-0.8252030685308953,random,1,25
0,1000,10,0.49067000000000005,4.165072726009527,full,1,25
0,1000,10,0.40668000000000004,4.023784493307138,unaware,1,25
0,1000,10,0.033089999999999994,3.2503603628563607,ours,1,25
0,2000,10,0.0,-0.7257628854671415,random,1,1
0,2000,10,0.5081899999999999,4.353928640815825,full,1,1
0,2000,10,0.41978,4.260826161924268,unaware,1,1
0,2000,10,0.02772,3.4036896672933885,ours,1,1
0,2000,10,0.0,-0.6377256411933895,random,1,2
0,2000,10,0.50402,4.465528916587781,full,1,2
0,2000,10,0.40108000000000005,4.3287735041937765,unaware,1,2
0,2000,10,0.03233,3.579321156395572,ours,1,2
0,2000,10,0.0,-0.814584590691007,random,1,3
0,2000,10,0.47642999999999996,4.275569271031881,full,1,3
0,2000,10,0.39371999999999996,4.103710059693579,unaware,1,3
0,2000,10,0.027089999999999996,3.2746645665111895,ours,1,3
0,2000,10,0.0,-0.6224116369521926,random,1,4
0,2000,10,0.50612,4.454891897970975,full,1,4
0,2000,10,0.40257000000000004,4.335298153487957,unaware,1,4
0,2000,10,0.03354,3.5024798753514275,ours,1,4
0,2000,10,0.0,-0.6572637670467862,random,1,5
0,2000,10,0.49302,4.392006744709647,full,1,5
0,2000,10,0.38234,4.200387362998542,unaware,1,5
0,2000,10,0.0193,3.4371217937467597,ours,1,5
0,2000,10,0.0,-0.9005136712283007,random,1,6
0,2000,10,0.4957599999999999,4.11024693737785,full,1,6
0,2000,10,0.39658,3.9419917279929666,unaware,1,6
0,2000,10,0.03609999999999999,3.0426247280624894,ours,1,6
0,2000,10,0.0,-0.7982986329219911,random,1,7
0,2000,10,0.5123599999999999,4.274287225927303,full,1,7
0,2000,10,0.4016399999999999,4.131357201207636,unaware,1,7
0,2000,10,0.034050000000000004,3.386663362388422,ours,1,7
0,2000,10,0.0,-0.7367505882242817,random,1,8
0,2000,10,0.4787,4.345035384309054,full,1,8
0,2000,10,0.4154,4.231422011120509,unaware,1,8
0,2000,10,0.038790000000000005,3.2532316398030403,ours,1,8
0,2000,10,0.0,-0.792604992178194,random,1,9
0,2000,10,0.5178,4.306469499461851,full,1,9
0,2000,10,0.39271,4.1383403264508605,unaware,1,9
0,2000,10,0.051370000000000006,3.194906754215099,ours,1,9
0,2000,10,0.0,-0.7738431513286183,random,1,10
0,2000,10,0.5554600000000001,4.212285473819663,full,1,10
0,2000,10,0.40286,4.109904764058395,unaware,1,10
0,2000,10,0.027960000000000002,3.261263611972805,ours,1,10
0,2000,10,0.0,-0.7176934649497068,random,1,11
0,2000,10,0.5179,4.327869008288746,full,1,11
0,2000,10,0.41018,4.214001176068152,unaware,1,11
0,2000,10,0.020340000000000004,3.435537081811477,ours,1,11
0,2000,10,0.0,-0.8322513589189345,random,1,12
0,2000,10,0.47992,4.228363370681513,full,1,12
0,2000,10,0.38642,4.038646089804172,unaware,1,12
0,2000,10,0.038180000000000006,3.1275715380450295,ours,1,12
0,2000,10,0.0,-0.7388491074244563,random,1,13
0,2000,10,0.5132399999999999,4.3307897366308135,full,1,13
0,2000,10,0.40423,4.194949501527107,unaware,1,13
0,2000,10,0.02751,3.424771920972154,ours,1,13
0,2000,10,0.0,-0.787898475057232,random,1,14
0,2000,10,0.53422,4.21281553879519,full,1,14
0,2000,10,0.37778,4.023049023909966,unaware,1,14
0,2000,10,0.02343,3.2003696739739023,ours,1,14
0,2000,10,0.0,-0.7257540819598882,random,1,15
0,2000,10,0.42502000000000006,4.252815670428908,full,1,15
0,2000,10,0.39176,4.114255996975336,unaware,1,15
0,2000,10,0.02505,3.4400088828648996,ours,1,15
0,2000,10,0.0,-0.5942484588211456,random,1,16
0,2000,10,0.53655,4.497030705005756,full,1,16
0,2000,10,0.39237999999999995,4.3482217490136374,unaware,1,16
0,2000,10,0.012280000000000001,3.582068155742772,ours,1,16
0,2000,10,0.0,-0.7476540195403938,random,1,17
0,2000,10,0.50921,4.289170276094444,full,1,17
0,2000,10,0.39387,4.128107492785762,unaware,1,17
0,2000,10,0.017599999999999998,3.3119416276383298,ours,1,17
0,2000,10,0.0,-0.8076558285220142,random,1,18
0,2000,10,0.47856999999999994,4.26395623430654,full,1,18
0,2000,10,0.38330000000000003,4.083956224436454,unaware,1,18
0,2000,10,0.02766,3.357371129287557,ours,1,18
0,2000,10,0.0,-0.7315414376320338,random,1,19
0,2000,10,0.52593,4.318718217323131,full,1,19
0,2000,10,0.40167,4.184023434864227,unaware,1,19
0,2000,10,0.024350000000000004,3.3651774346282743,ours,1,19
0,2000,10,0.0,-0.7576106574298019,random,1,20
0,2000,10,0.44749999999999995,4.334965704501411,full,1,20
0,2000,10,0.38763000000000003,4.160532467212738,unaware,1,20
0,2000,10,0.029589999999999998,3.4456961239233337,ours,1,20
0,2000,10,0.0,-0.7034481489919568,random,1,21
0,2000,10,0.50629,4.323658451912645,full,1,21
0,2000,10,0.39605,4.1963090049776985,unaware,1,21
0,2000,10,0.021929999999999998,3.3046470691843193,ours,1,21
0,2000,10,0.0,-0.7171884669702057,random,1,22
0,2000,10,0.5049699999999999,4.398025225821974,full,1,22
0,2000,10,0.42138,4.303321685179819,unaware,1,22
0,2000,10,0.021770000000000005,3.4444815747895396,ours,1,22
0,2000,10,0.0,-0.7731255292196733,random,1,23
0,2000,10,0.47611,4.2840683767504775,full,1,23
0,2000,10,0.3843,4.091209473094418,unaware,1,23
0,2000,10,0.027949999999999996,3.4061253334016826,ours,1,23
0,2000,10,0.0,-0.8608657002681528,random,1,24
0,2000,10,0.54492,4.191854123015625,full,1,24
0,2000,10,0.39794,4.058428053951991,unaware,1,24
0,2000,10,0.025119999999999996,3.2444792620564264,ours,1,24
0,2000,10,0.0,-0.8252030685308953,random,1,25
0,2000,10,0.45233,4.160261858170446,full,1,25
0,2000,10,0.36683000000000004,3.9120070453438656,unaware,1,25
