,N,T,cf,reward,method,zcoef,seed
0,100,10,0.90755,-1.859142061850492,full,0.0,25
0,100,10,0.0,0.9258940947689827,unaware,0.0,25
0,100,10,0.22313000000000005,0.2521381969857802,ours,0.0,25
0,100,10,0.0,-2.5179113592534823,random,0.0,26
0,100,10,0.29594,0.5554401427946305,full,0.0,26
0,100,10,0.0,0.9516916936055697,unaware,0.0,26
0,100,10,0.34696,-0.2354738313050222,ours,0.0,26
0,100,10,0.0,-2.5417769369740304,random,0.0,27
0,100,10,0.40654,-1.310905837461314,full,0.0,27
0,100,10,0.0,0.8098912478438568,unaware,0.0,27
0,100,10,0.06909,0.8731356160861213,ours,0.0,27
0,100,10,0.0,-2.4546039639333985,random,0.0,28
0,100,10,0.26838,0.7095924819794087,full,0.0,28
0,100,10,0.0,0.6769781120996448,unaware,0.0,28
0,100,10,0.13338,0.6179966548304422,ours,0.0,28
0,100,10,0.0,-2.50205624228656,random,0.0,29
0,100,10,0.25229,0.36421842432648466,full,0.0,29
0,100,10,0.0,0.7707507496713955,unaware,0.0,29
0,100,10,0.35139000000000004,-1.1887089131828492,ours,0.0,29
0,100,10,0.0,-2.5409660024182457,random,0.0,30
0,100,10,0.20581,0.2396832683217694,full,0.0,30
0,100,10,0.0,0.779919458199577,unaware,0.0,30
0,100,10,0.0,-0.6431591403729828,ours,0.0,30
0,100,10,0.0,-2.4633926439888483,random,0.0,31
0,100,10,0.28308999999999995,0.21105698928850666,full,0.0,31
0,100,10,0.0,0.914464847666418,unaware,0.0,31
0,100,10,0.13545,0.8639327650351292,ours,0.0,31
0,100,10,0.0,-2.525522971217293,random,0.0,32
0,100,10,0.12732,0.807840566853105,full,0.0,32
0,100,10,0.0,0.9516003818416776,unaware,0.0,32
0,100,10,0.04128,0.4972881683421617,ours,0.0,32
0,100,10,0.0,-2.5097482343554494,random,0.0,33
0,100,10,0.9903400000000001,-1.798091730726861,full,0.0,33
0,100,10,0.0,0.9570607355594752,unaware,0.0,33
0,100,10,0.26286,-0.23703526853457946,ours,0.0,33
0,100,10,0.0,-2.590585821399614,random,0.0,34
0,100,10,0.22945000000000002,0.25014625034796406,full,0.0,34
0,100,10,0.0,0.8073158851984004,unaware,0.0,34
0,100,10,0.36465,-0.8706460845739882,ours,0.0,34
0,100,10,0.0,-2.502452605807555,random,0.0,35
0,100,10,0.23074,0.415520158182024,full,0.0,35
0,100,10,0.0,0.9765687311774768,unaware,0.0,35
0,100,10,0.0,-0.5783466741839199,ours,0.0,35
0,100,10,0.0,-2.4982367699674164,random,0.0,36
0,100,10,0.27208,0.13863075095520383,full,0.0,36
0,100,10,0.0,0.8405582715563809,unaware,0.0,36
0,100,10,0.35136,-1.2641565598895144,ours,0.0,36
0,100,10,0.0,-2.5371579442159935,random,0.0,37
0,100,10,0.33115,0.37988919031672314,full,0.0,37
0,100,10,0.0,0.7160266586712638,unaware,0.0,37
0,100,10,0.24391,0.2891925141556134,ours,0.0,37
0,100,10,0.0,-2.551578887757059,random,0.0,38
0,100,10,0.19402,0.6111580323047571,full,0.0,38
0,100,10,0.0,0.9139322867103239,unaware,0.0,38
0,100,10,0.21315,0.33901112102552655,ours,0.0,38
0,100,10,0.0,-2.5333598584484776,random,0.0,39
0,100,10,0.006369999999999999,0.9437084044477211,full,0.0,39
0,100,10,0.0,0.9521106300825728,unaware,0.0,39
0,100,10,0.22787000000000002,0.3834113047548462,ours,0.0,39
0,100,10,0.0,-2.500496275580809,random,0.0,40
0,100,10,0.27179,0.717447987145246,full,0.0,40
0,100,10,0.0,0.8118652065619052,unaware,0.0,40
0,100,10,0.1392,0.640415752394492,ours,0.0,40
0,100,10,0.0,-2.5148259694242228,random,0.0,41
0,100,10,0.2399,0.36088490780700866,full,0.0,41
0,100,10,0.0,0.6648579726424018,unaware,0.0,41
0,100,10,0.09068999999999999,0.9219195971989701,ours,0.0,41
0,100,10,0.0,-2.544399304727476,random,0.0,42
0,100,10,0.12238,0.8043643145586264,full,0.0,42
0,100,10,0.0,0.9316580126009506,unaware,0.0,42
0,100,10,0.08743,0.8435026570502456,ours,0.0,42
0,100,10,0.0,-2.5489193507932404,random,0.0,43
0,100,10,0.36955000000000005,-0.17254327986683446,full,0.0,43
0,100,10,0.0,0.8432070150476473,unaware,0.0,43
0,100,10,0.08363,0.6140262803238725,ours,0.0,43
0,100,10,0.0,-2.5323900894114444,random,0.0,44
0,100,10,0.1465,0.875191470528512,full,0.0,44
0,100,10,0.0,0.8839014268988201,unaware,0.0,44
0,100,10,0.23220999999999997,0.12456798277523355,ours,0.0,44
0,100,10,0.0,-2.4897295493439437,random,0.0,45
0,100,10,0.11922999999999999,0.32955119877458394,full,0.0,45
0,100,10,0.0,0.517121081768762,unaware,0.0,45
0,100,10,0.0,-0.5705745444280802,ours,0.0,45
0,100,10,0.0,-2.517335050128718,random,0.0,46
0,100,10,0.15709,0.8383080586158702,full,0.0,46
0,100,10,0.0,0.5725343683358677,unaware,0.0,46
0,100,10,0.15428,0.7774071915035276,ours,0.0,46
0,100,10,0.0,-2.5625049274046963,random,0.0,47
0,100,10,0.29907,0.21768225973473482,full,0.0,47
0,100,10,0.0,0.6987292260837985,unaware,0.0,47
0,100,10,0.22858,0.3936212400074305,ours,0.0,47
0,100,10,0.0,-2.509749071506952,random,0.0,48
0,100,10,0.2144,0.5325222279404038,full,0.0,48
0,100,10,0.0,0.7974437084408355,unaware,0.0,48
0,100,10,0.20939999999999998,0.33184048840136415,ours,0.0,48
0,100,10,0.0,-2.534796081027517,random,0.0,49
0,100,10,0.22247999999999996,0.02964330603444726,full,0.0,49
0,100,10,0.0,0.9454622830635168,unaware,0.0,49
0,100,10,0.23150999999999997,0.30199145728653726,ours,0.0,49
0,100,10,0.0,-2.480266985749548,random,0.0,50
0,100,10,0.13634,0.6829961615142202,full,0.0,50
0,100,10,0.0,0.6852470870965789,unaware,0.0,50
0,100,10,0.0,-3.224499642672562,ours,0.0,50
0,100,10,0.0,-2.024897728830103,random,0.5,1
0,100,10,0.30693,0.5653197736541701,full,0.5,1
0,100,10,0.19469,1.4606530571308405,unaware,0.5,1
0,100,10,0.25764,-0.9315923284768393,ours,0.5,1
0,100,10,0.0,-1.9333641192711795,random,0.5,2
0,100,10,0.53378,1.2343306962207552,full,0.5,2
0,100,10,0.24802,1.8315908894134714,unaware,0.5,2
0,100,10,4e-05,-2.346545786757287,ours,0.5,2
0,100,10,0.0,-2.1073456781967934,random,0.5,3
0,100,10,0.36167,1.4717110829927273,full,0.5,3
0,100,10,0.25245,1.6423996296109848,unaware,0.5,3
0,100,10,0.18548,0.9190193159021882,ours,0.5,3
0,100,10,0.0,-1.9368232294599856,random,0.5,4
0,100,10,0.34642,1.6517823179788,full,0.5,4
0,100,10,0.24474,1.7810101148951396,unaware,0.5,4
0,100,10,0.26226,1.388392941972856,ours,0.5,4
0,100,10,0.0,-1.958416656418257,random,0.5,5
0,100,10,0.28784,1.704995329000377,full,0.5,5
0,100,10,0.25439,1.7702527671403572,unaware,0.5,5
0,100,10,0.11187,1.3160527024376887,ours,0.5,5
0,100,10,0.0,-2.14232417210391,random,0.5,6
0,100,10,0.3827,1.3015245675140727,full,0.5,6
0,100,10,0.19512000000000002,1.2893113025070193,unaware,0.5,6
0,100,10,0.18934,0.6918516252013229,ours,0.5,6
0,100,10,0.0,-2.077835788932771,random,0.5,7
0,100,10,0.22669,1.686214874623782,full,0.5,7
0,100,10,0.28786999999999996,1.477106910853892,unaware,0.5,7
0,100,10,0.054369999999999995,1.189908058320802,ours,0.5,7
0,100,10,0.0,-2.029775778475308,random,0.5,8
0,100,10,0.22490000000000002,0.6646036385096038,full,0.5,8
0,100,10,0.17961,1.3608078814725704,unaware,0.5,8
0,100,10,0.0,-0.08804134826565457,ours,0.5,8
0,100,10,0.0,-2.0753383469681617,random,0.5,9
0,100,10,0.30115000000000003,1.4253550469343657,full,0.5,9
0,100,10,0.17139000000000001,1.2807173447043714,unaware,0.5,9
0,100,10,0.17639,0.9357410374340345,ours,0.5,9
0,100,10,0.0,-2.0180508348952984,random,0.5,10
0,100,10,0.22843999999999998,1.7111657970297034,full,0.5,10
0,100,10,0.20573000000000002,1.505913338700327,unaware,0.5,10
0,100,10,0.12145000000000002,1.3000544544573909,ours,0.5,10
0,100,10,0.0,-2.001171361181813,random,0.5,11
0,100,10,0.27126,1.5617456609959448,full,0.5,11
0,100,10,0.2122,1.5239857632720566,unaware,0.5,11
0,100,10,0.16915,1.0129313675579574,ours,0.5,11
0,100,10,0.0,-2.0912844471133987,random,0.5,12
0,100,10,0.2447,1.5754650731124737,full,0.5,12
0,100,10,0.26025,1.6682401226109018,unaware,0.5,12
0,100,10,0.15605,0.8404817384347701,ours,0.5,12
0,100,10,0.0,-2.0441140179659985,random,0.5,13
0,100,10,0.23289999999999997,1.5716460623408148,full,0.5,13
0,100,10,0.21922999999999998,1.4880715598748364,unaware,0.5,13
0,100,10,0.20779,0.5341756208974459,ours,0.5,13
0,100,10,0.0,-2.034464756091536,random,0.5,14
0,100,10,0.27654,1.4221403149530867,full,0.5,14
0,100,10,0.20840999999999998,1.4808736632605726,unaware,0.5,14
0,100,10,0.09203,1.3584682507435089,ours,0.5,14
0,100,10,0.0,-1.988812875682004,random,0.5,15
0,100,10,0.3460599999999999,1.5572300392744736,full,0.5,15
0,100,10,0.24098999999999995,1.7004391514147843,unaware,0.5,15
0,100,10,0.16063999999999998,1.2614310626166338,ours,0.5,15
0,100,10,0.0,-1.9438413903762388,random,0.5,16
0,100,10,0.18725,1.4355126517778651,full,0.5,16
0,100,10,0.25892,1.8176288501078997,unaware,0.5,16
0,100,10,0.13586,1.4106687449028872,ours,0.5,16
0,100,10,0.0,-2.0247733965967525,random,0.5,17
0,100,10,0.238,1.1998155184677988,full,0.5,17
0,100,10,0.26098,1.6728743726085638,unaware,0.5,17
0,100,10,0.18627000000000002,0.7730406470163602,ours,0.5,17
0,100,10,0.0,-2.089148170470788,random,0.5,18
0,100,10,0.18796,1.6141479562557577,full,0.5,18
0,100,10,0.1864,1.369126963823883,unaware,0.5,18
0,100,10,0.17265999999999998,0.7052878592882574,ours,0.5,18
0,100,10,0.0,-2.013457119674992,random,0.5,19
0,100,10,0.27531000000000005,1.5893266233701662,full,0.5,19
0,100,10,0.23186000000000004,1.6393193436064233,unaware,0.5,19
0,100,10,0.25865,0.8169574801625916,ours,0.5,19
0,100,10,0.0,-2.0445438348398137,random,0.5,20
0,100,10,0.23836999999999997,1.5461948435029989,full,0.5,20
0,100,10,0.29621000000000003,1.5141338552554997,unaware,0.5,20
0,100,10,0.00341,-2.3360053351052215,ours,0.5,20
0,100,10,0.0,-1.9913031946810864,random,0.5,21
0,100,10,0.49106999999999995,1.5077807329923312,full,0.5,21
0,100,10,0.21283000000000002,1.4955460603152806,unaware,0.5,21
0,100,10,0.14756,1.1306139635741144,ours,0.5,21
0,100,10,0.0,-2.0086351929763424,random,0.5,22
0,100,10,0.26566000000000006,1.745358584408685,full,0.5,22
0,100,10,0.22675,1.6690427435359059,unaware,0.5,22
0,100,10,0.20452999999999996,0.15487722390967598,ours,0.5,22
0,100,10,0.0,-2.0416794785403214,random,0.5,23
0,100,10,0.3548,1.3939356107495813,full,0.5,23
0,100,10,0.20365000000000003,1.4717173667597274,unaware,0.5,23
0,100,10,0.24398999999999998,0.5988744145065465,ours,0.5,23
0,100,10,0.0,-2.1106859356273198,random,0.5,24
0,100,10,0.21305000000000002,1.667581656299813,full,0.5,24
0,100,10,0.17950000000000002,1.283079572144207,unaware,0.5,24
0,100,10,0.09330000000000001,1.2800703758224357,ours,0.5,24
0,100,10,0.0,-2.0599570080935545,random,0.5,25
0,100,10,0.19277000000000002,1.2502407709587018,full,0.5,25
0,100,10,0.23756,1.5804294842247757,unaware,0.5,25
0,100,10,0.23982,0.7630656080240779,ours,0.5,25
0,100,10,0.0,-2.045280849959163,random,0.5,26
0,100,10,0.21769,1.4128484682955542,full,0.5,26
0,100,10,0.2264,1.5742590904263756,unaware,0.5,26
0,100,10,0.24504,0.48924428729516933,ours,0.5,26
0,100,10,0.0,-2.0786943877296156,random,0.5,27
0,100,10,0.5055499999999999,1.4364665149431033,full,0.5,27
0,100,10,0.25928,1.6471858326737532,unaware,0.5,27
0,100,10,0.24004999999999996,0.22539510699676604,ours,0.5,27
0,100,10,0.0,-1.957783013183914,random,0.5,28
0,100,10,0.40113000000000004,1.5799248565525772,full,0.5,28
0,100,10,0.26219000000000003,1.8003131774515158,unaware,0.5,28
0,100,10,0.16532000000000002,1.211944922030745,ours,0.5,28
0,100,10,0.0,-2.0152979291434168,random,0.5,29
0,100,10,0.27157000000000003,1.4972741954804474,full,0.5,29
0,100,10,0.24811,1.5423557058073318,unaware,0.5,29
0,100,10,0.20471,0.4733285988811448,ours,0.5,29
0,100,10,0.0,-2.0775704839561215,random,0.5,30
0,100,10,0.29141999999999996,1.6159211583071218,full,0.5,30
0,100,10,0.25504,1.0898650711830646,unaware,0.5,30
0,100,10,0.23163,0.6538228801337153,ours,0.5,30
0,100,10,0.0,-2.012335936526076,random,0.5,31
0,100,10,0.28137,1.679201339501579,full,0.5,31
0,100,10,0.25775000000000003,1.7666436566277808,unaware,0.5,31
0,100,10,0.19796,0.7722430981578126,ours,0.5,31
0,100,10,0.0,-2.058974836177655,random,0.5,32
0,100,10,0.40056,1.500903074813376,full,0.5,32
0,100,10,0.18968000000000002,1.3800182453038914,unaware,0.5,32
0,100,10,0.10573999999999999,0.9575800892159138,ours,0.5,32
0,100,10,0.0,-2.071005312928414,random,0.5,33
0,100,10,0.24283000000000002,1.6462920628875224,full,0.5,33
0,100,10,0.25651,1.6414186202486096,unaware,0.5,33
0,100,10,0.10841,1.3458499276211424,ours,0.5,33
0,100,10,0.0,-2.129258069039211,random,0.5,34
0,100,10,0.14139,1.5583544132901315,full,0.5,34
0,100,10,0.23199999999999998,1.503474780195572,unaware,0.5,34
0,100,10,0.17022,1.077410503750011,ours,0.5,34
0,100,10,0.0,-2.0473543667036296,random,0.5,35
0,100,10,0.33759,1.5522297692971898,full,0.5,35
0,100,10,0.24653,1.6660084311500314,unaware,0.5,35
0,100,10,0.16260999999999998,1.0198080633236803,ours,0.5,35
0,100,10,0.0,-2.030370042399557,random,0.5,36
0,100,10,0.26903,1.4502299442746704,full,0.5,36
0,100,10,0.19775,1.4380916169230669,unaware,0.5,36
0,100,10,0.13852000000000003,1.1176971256395327,ours,0.5,36
0,100,10,0.0,-2.0615403104889927,random,0.5,37
0,100,10,0.21462999999999996,1.5259910218649324,full,0.5,37
0,100,10,0.23047000000000004,1.3995984797867436,unaware,0.5,37
0,100,10,0.18070000000000003,1.0458609615176797,ours,0.5,37
0,100,10,0.0,-2.069488288886788,random,0.5,38
0,100,10,0.26086000000000004,1.706580021377033,full,0.5,38
0,100,10,0.22684,1.6163807233488492,unaware,0.5,38
0,100,10,0.17217,0.8183216601123333,ours,0.5,38
0,100,10,0.0,-2.071333517071401,random,0.5,39
0,100,10,0.23491,0.9900417224705865,full,0.5,39
0,100,10,0.22724000000000003,1.5958197676013308,unaware,0.5,39
0,100,10,0.24474,0.32632685773927184,ours,0.5,39
0,100,10,0.0,-2.041244147332647,random,0.5,40
0,100,10,0.16863999999999998,1.5829793873184834,full,0.5,40
0,100,10,0.30561,1.4599418907101211,unaware,0.5,40
0,100,10,0.18233,1.0255110455325331,ours,0.5,40
0,100,10,0.0,-2.032893592002019,random,0.5,41
0,100,10,0.37912999999999997,1.461558930082453,full,0.5,41
0,100,10,0.23867,1.665775867532647,unaware,0.5,41
0,100,10,0.13896000000000003,1.0757820395917834,ours,0.5,41
0,100,10,0.0,-2.072692925526087,random,0.5,42
0,100,10,0.3121400000000001,1.6552179473617212,full,0.5,42
0,100,10,0.24745999999999996,1.6459036721988909,unaware,0.5,42
0,100,10,0.17002,0.8730453075222276,ours,0.5,42
0,100,10,0.0,-2.0878232383997157,random,0.5,43
0,100,10,0.58443,0.7367043527874472,full,0.5,43
0,100,10,0.1303,0.9371294604576801,unaware,0.5,43
0,100,10,0.18392,0.924918603988093,ours,0.5,43
0,100,10,0.0,-2.08520924389605,random,0.5,44
0,100,10,0.16301000000000002,1.6483262057202324,full,0.5,44
0,100,10,0.22394000000000003,1.3850486418462415,unaware,0.5,44
0,100,10,0.18805,0.6164072194698557,ours,0.5,44
0,100,10,0.0,-2.0189207438658223,random,0.5,45
0,100,10,0.31296999999999997,1.026799781171687,full,0.5,45
0,100,10,0.25997,1.7030942594666696,unaware,0.5,45
0,100,10,0.19766,0.43105582768437795,ours,0.5,45
0,100,10,0.0,-2.029455752732262,random,0.5,46
0,100,10,0.40553999999999996,1.6054262400319161,full,0.5,46
0,100,10,0.23843,1.6749329658875207,unaware,0.5,46
0,100,10,0.29025999999999996,0.5540618558517147,ours,0.5,46
0,100,10,0.0,-2.115930784577022,random,0.5,47
0,100,10,0.60399,1.1423797601313999,full,0.5,47
0,100,10,0.17931,1.249808437209345,unaware,0.5,47
0,100,10,0.23867,0.7649859618099364,ours,0.5,47
0,100,10,0.0,-2.071233415178197,random,0.5,48
0,100,10,0.52851,1.034608022969287,full,0.5,48
0,100,10,0.20329999999999998,1.4574694334874903,unaware,0.5,48
0,100,10,0.24112,0.5688275494230594,ours,0.5,48
0,100,10,0.0,-2.057955712620185,random,0.5,49
0,100,10,0.3155,1.529216344341542,full,0.5,49
0,100,10,0.24101,1.6618660822875444,unaware,0.5,49
0,100,10,0.17883999999999997,-3.900075745542865,ours,0.5,49
0,100,10,0.0,-2.0223197986478363,random,0.5,50
0,100,10,0.17848999999999998,1.622383690482527,full,0.5,50
0,100,10,0.22538999999999998,1.5536640343272934,unaware,0.5,50
0,100,10,0.0,-2.3690156192496694,ours,0.5,50
0,100,10,0.0,-0.7257628854671415,random,1.0,1
0,100,10,0.7162299999999999,4.1485724021210455,full,1.0,1
0,100,10,0.23614000000000002,3.654008832049133,unaware,1.0,1
0,100,10,0.01893,2.644052124771984,ours,1.0,1
0,100,10,0.0,-0.6377256411933895,random,1.0,2
0,100,10,0.67641,4.30513029554498,full,1.0,2
0,100,10,0.30438,4.032803040003629,unaware,1.0,2
0,100,10,0.007389999999999999,-1.1550475954305037,ours,1.0,2
0,100,10,0.0,-0.814584590691007,random,1.0,3
0,100,10,0.52452,4.237257508627026,full,1.0,3
0,100,10,0.42203999999999997,4.178149957447843,unaware,1.0,3
0,100,10,0.07109,3.0543226145927034,ours,1.0,3
0,100,10,0.0,-0.6224116369521926,random,1.0,4
0,100,10,0.48124,4.426393263507479,full,1.0,4
0,100,10,0.42286,4.386031473001043,unaware,1.0,4
0,100,10,0.13430000000000003,3.8977385960194932,ours,1.0,4
0,100,10,0.0,-0.6572637670467862,random,1.0,5
0,100,10,0.48108000000000006,4.312942074364152,full,1.0,5
0,100,10,0.42128999999999994,4.303878963315561,unaware,1.0,5
0,100,10,0.09355,3.1506754916764605,ours,1.0,5
0,100,10,0.0,-0.9005136712283007,random,1.0,6
0,100,10,0.6089600000000001,3.9625564289463426,full,1.0,6
0,100,10,0.46572,4.088574357867359,unaware,1.0,6
0,100,10,0.10574000000000001,-2.197099415164022,ours,1.0,6
0,100,10,0.0,-0.7982986329219911,random,1.0,7
0,100,10,0.46451999999999993,4.272953841981057,full,1.0,7
0,100,10,0.4550199999999999,4.249885789558228,unaware,1.0,7
0,100,10,0.09974000000000001,3.0031892866657737,ours,1.0,7
0,100,10,0.0,-0.7367505882242817,random,1.0,8
0,100,10,0.62373,4.256467629377748,full,1.0,8
0,100,10,0.39315999999999995,4.173891127481719,unaware,1.0,8
0,100,10,0.0,2.2609954783415636,ours,1.0,8
0,100,10,0.0,-0.792604992178194,random,1.0,9
0,100,10,0.5761499999999999,4.216508893787248,full,1.0,9
0,100,10,0.30938,3.876421114485823,unaware,1.0,9
0,100,10,0.11927000000000001,2.7856494182130946,ours,1.0,9
0,100,10,0.0,-0.7738431513286183,random,1.0,10
0,100,10,0.44877,4.2521617840427215,full,1.0,10
0,100,10,0.39399999999999996,4.087602063822317,unaware,1.0,10
0,100,10,0.05353000000000001,3.1497172186735782,ours,1.0,10
0,100,10,0.0,-0.7176934649497068,random,1.0,11
0,100,10,0.50612,4.298070016975544,full,1.0,11
0,100,10,0.34141,4.022735747075109,unaware,1.0,11
0,100,10,0.13967999999999997,2.233302082682593,ours,1.0,11
0,100,10,0.0,-0.8322513589189345,random,1.0,12
0,100,10,0.5504100000000001,3.9592833399726968,full,1.0,12
0,100,10,0.41052999999999995,4.103399864468459,unaware,1.0,12
0,100,10,0.09906999999999999,2.937030611431044,ours,1.0,12
0,100,10,0.0,-0.7388491074244563,random,1.0,13
0,100,10,0.35347000000000006,3.8356969090536603,full,1.0,13
0,100,10,0.40582,3.7125676586848773,unaware,1.0,13
0,100,10,0.10830999999999999,3.013197255433054,ours,1.0,13
0,100,10,0.0,-0.787898475057232,random,1.0,14
0,100,10,0.52596,4.170409135465781,full,1.0,14
0,100,10,0.37762,4.02240671201359,unaware,1.0,14
0,100,10,0.22497000000000003,0.8134155481369943,ours,1.0,14
0,100,10,0.0,-0.7257540819598882,random,1.0,15
0,100,10,0.59772,4.210914655171523,full,1.0,15
0,100,10,0.42698,4.202140772779557,unaware,1.0,15
0,100,10,0.12517,3.024499266651992,ours,1.0,15
0,100,10,0.0,-0.5942484588211456,random,1.0,16
0,100,10,0.26600999999999997,4.282079154887731,full,1.0,16
0,100,10,0.41033,4.394911679175969,unaware,1.0,16
0,100,10,0.17831999999999998,-3.2434254958974535,ours,1.0,16
0,100,10,0.0,-0.7476540195403938,random,1.0,17
0,100,10,0.72414,4.057452374874701,full,1.0,17
0,100,10,0.37679,4.080743864973845,unaware,1.0,17
0,100,10,0.14003,2.6195109972065094,ours,1.0,17
0,100,10,0.0,-0.8076558285220142,random,1.0,18
0,100,10,0.33832,4.188586206990031,full,1.0,18
0,100,10,0.40964999999999996,4.151583142106366,unaware,1.0,18
0,100,10,0.05939,3.021266535701676,ours,1.0,18
0,100,10,0.0,-0.7315414376320338,random,1.0,19
0,100,10,0.36166,4.276395628840496,full,1.0,19
